0,6.0
1,24.0
2,59.99999999999999
3,-4.648000000000001
4,18.0
5,24.0
6,24.0
7,27.000000000000004
8,72.0
9,59.99999999999999
10,90.0
11,90.0
12,59.99999999999999
13,30.0
14,48.0
15,27.000000000000004
16,90.0
17,-6.0
18,-90.0
19,240.0
20,-72.0
21,4.648000000000001
22,-24.0
23,-59.99999999999999
24,-59.99999999999999
25,-59.99999999999999
26,-59.99999999999999
27,-4.648000000000001
28,-24.0
29,-21.0
30,-30.0
31,45.0
32,120.0
33,240.0
34,-24.0
35,-18.0
36,-27.000000000000004
37,-27.000000000000004
38,-90.0
39,-90.0
40,-30.0
41,-30.0
42,119.99999999999999
43,239.99999999999997
44,-48.0
45,59.99999999999999
46,21.0
47,30.0
48,30.0
49,50.0
50,0.81
51,5.1979999999999995
52,0.038
53,3.766
54,0.106
55,0.01
56,0.7130000000000001
57,0.563
58,2.258
59,1.42
60,2.529
61,1.6640000000000001
62,28.000000000000004
63,24.0
64,30.0
65,1.9069999999999998
66,0.376
67,0.675
68,0.45999999999999996
69,0.07200000000000001
70,0.0
71,0.0
72,0.0
73,0.0
74,0.0
75,0.0
76,0.0
77,0.0
78,0.0
79,0.0
80,0.0
81,0.0
82,0.0
83,0.0
84,0.0
85,0.0
86,0.0
87,0.0
88,0.0
89,0.0
90,0.0
91,0.0
92,0.0
93,0.0
94,0.0
95,0.0
96,0.0
97,0.0
98,0.0
99,0.0
100,0.0
101,0.0
102,0.0
103,0.0
104,0.541
105,0.40299999999999997
106,3.0
107,0.39799999999999996
108,0.030000000000000002
109,4.624
110,0.945
111,13.210999999999999
112,11.565
113,-178.0
114,178.0
115,4.711
116,0.8109999999999999
117,1.607
118,0.0
119,0.0
120,0.0
121,0.0
122,0.0
123,0.0
124,0.0
125,0.0
126,0.0
127,0.0
128,0.0
129,0.0
130,0.0
131,0.0
132,0.0
133,0.0
134,0.0
135,0.0
136,0.0
137,0.0
138,0.0
139,0.0
140,0.0
141,0.0
142,0.0
143,0.0
144,0.0
145,0.0
146,0.0
147,0.0
148,0.0
149,0.0
150,0.0
151,0.0
152,0.0
153,0.0
154,0.0
155,0.0
156,0.0
157,0.0
158,0.0
